# Feasible and Non-dominated Objective Vector
0.006662	0.916992	
0.000000	1.000000	
0.001101	0.966781	
0.851858	-0.773369	
0.198208	0.565948	
0.009022	0.902490	
0.019671	0.848350	
0.213039	0.453590	
0.417850	0.131355	
0.003470	0.940712	
0.003061	0.944382	
0.212345	0.458885	
0.004305	0.933808	
0.014675	0.872330	
0.439685	-0.079889	
0.007581	0.911143	
0.217122	0.422796	
0.045884	0.740294	
0.002190	0.953056	
0.025322	0.822787	
0.434976	-0.046943	
0.039762	0.762872	
0.192407	0.606822	
0.416618	0.146782	
0.833179	-0.632309	
0.635362	-0.366453	
0.623013	-0.201509	
0.837783	-0.692134	
0.008349	0.906462	
0.065426	0.686322	
0.000208	0.985588	
0.028959	0.806966	
0.215887	0.432030	
0.185660	0.649957	
0.016804	0.861906	
0.003973	0.936472	
0.197658	0.569943	
0.823408	-0.459820	
0.005713	0.923394	
0.422251	0.078487	
0.421398	0.088422	
0.645091	-0.440611	
0.430022	-0.003826	
0.207935	0.492698	
0.650365	-0.456774	
0.219393	0.406058	
0.633060	-0.341163	
0.432251	-0.024236	
0.832826	-0.627119	
0.082965	0.669652	
0.011098	0.890862	
0.061315	0.694899	
0.848854	-0.769636	
0.418684	0.121062	
0.049930	0.726620	
0.068478	0.681056	
0.013683	0.877324	
0.023356	0.831533	
0.235610	0.302662	
0.637857	-0.390661	
0.635849	-0.371444	
0.222382	0.384629	
0.435541	-0.051327	
0.630092	-0.304608	
0.625236	-0.236100	
0.011811	0.887038	
0.001673	0.959005	
0.432922	-0.030059	
0.214815	0.440110	
0.211942	0.461964	
0.440314	-0.083646	
0.836897	-0.681809	
0.422829	0.071833	
0.186524	0.644743	
0.823657	-0.464887	
0.826263	-0.515955	
0.417414	0.136793	
0.840640	-0.721424	
0.411634	0.211286	
0.625597	-0.241530	
0.066555	0.684262	
0.425997	0.036808	
0.626308	-0.252089	
0.632894	-0.339224	
0.825141	-0.494407	
0.831040	-0.599540	
0.010110	0.896294	
0.634449	-0.356753	
0.430805	-0.011176	
0.242699	0.271012	
0.182245	0.669562	
0.414392	0.175218	
0.424077	0.057738	
0.046240	0.739048	
0.015506	0.868221	
0.020492	0.844551	
0.017680	0.857713	
0.002718	0.947633	
0.013101	0.880298	
0.845151	-0.754687	
0.004868	0.929484	
0.001484	0.961407	
0.842023	-0.733338	
0.628282	-0.280269	
0.843404	-0.743731	
0.241301	0.276431	
0.226707	0.355195	
0.824020	-0.472209	
0.622054	-0.186035	
0.191165	0.615155	
0.024296	0.827331	
0.201965	0.538132	
0.054868	0.711534	
0.629905	-0.302166	
0.207082	0.499244	
0.221585	0.390269	
0.042731	0.751665	
0.240304	0.280550	
0.447402	-0.114795	
0.204817	0.516556	
0.231369	0.326134	
0.224013	0.373287	
0.411086	0.218545	
0.053452	0.715665	
0.619914	-0.150358	
0.077412	0.671332	
0.431753	-0.019810	
0.833522	-0.637281	
0.833943	-0.643279	
0.432870	-0.029612	
0.824289	-0.477594	
0.228647	0.342727	
0.823966	-0.471128	
0.073078	0.674972	
0.058848	0.700824	
0.429444	0.001713	
0.220704	0.396566	
0.833195	-0.632546	
0.209112	0.483665	
0.453851	-0.124218	
0.234689	0.307496	
0.057329	0.704750	
0.631628	-0.324057	
0.417009	0.141857	
0.648845	-0.453928	
0.838973	-0.705087	
0.044608	0.744825	
0.424077	0.057738	
0.423399	0.065353	
0.071837	0.676391	
0.619539	-0.143971	
0.652630	-0.458259	
0.243957	0.266506	
0.827717	-0.542847	
0.075192	0.672942	
0.018385	0.854372	
0.000409	0.979759	
0.420433	0.099863	
0.227548	0.349728	
0.219597	0.404576	
0.620797	-0.165260	
0.031089	0.797918	
0.423399	0.065353	
0.433578	-0.035611	
0.437919	-0.068509	
0.411840	0.208566	
0.642905	-0.428814	
0.622715	-0.196730	
0.640723	-0.414152	
0.185660	0.649957	
0.840103	-0.716388	
0.436404	-0.057802	
0.409950	0.233662	
0.187025	0.641678	
0.643938	-0.434755	
0.629433	-0.295925	
0.828833	-0.562635	
0.187927	0.636076	
0.041257	0.757171	
0.196492	0.578334	
0.184018	0.659584	
0.032487	0.792067	
0.619914	-0.150358	
0.229277	0.338791	
0.630469	-0.309490	
0.190186	0.621607	
0.824770	-0.487138	
0.830770	-0.595187	
0.829494	-0.574000	
0.410613	0.224827	
0.831523	-0.607202	
0.621169	-0.171467	
0.644398	-0.437188	
0.626771	-0.258840	
0.630963	-0.315781	
0.847302	-0.764752	
0.204350	0.520110	
0.428885	0.007173	
0.828127	-0.550205	
0.421882	0.082762	
0.051662	0.721117	
0.621646	-0.179345	
0.827071	-0.531042	
0.623701	-0.212410	
0.624538	-0.225432	
0.837361	-0.687287	
0.041360	0.756783	
0.838476	-0.699806	
0.190456	0.619838	
0.413115	0.191829	
0.233089	0.316244	
0.202592	0.533418	
0.623039	-0.201927	
0.220178	0.400355	
0.424540	0.052611	
0.425438	0.042806	
0.183077	0.664940	
0.829781	-0.578862	
0.412640	0.198046	
0.000069	0.991720	
0.437239	-0.063812	
0.068834	0.680505	
0.618831	-0.131769	
0.623523	-0.209599	
0.828833	-0.562635	
0.827421	-0.537470	
0.233203	0.315606	
0.250160	0.249684	
0.633796	-0.349541	
0.441532	-0.090476	
0.825432	-0.500059	
0.845955	-0.758889	
0.205658	0.510139	
0.012142	0.885289	
0.199740	0.554705	
0.638961	-0.400268	
0.198847	0.561282	
0.199589	0.555820	
0.037440	0.771942	
0.642193	-0.424341	
0.830270	-0.587012	
0.824367	-0.479159	
0.000664	0.974226	
0.184853	0.654735	
0.828440	-0.555747	
0.444426	-0.104284	
0.220704	0.396566	
0.029814	0.803316	
0.827770	-0.543789	
0.197265	0.572784	
0.839589	-0.711376	
0.234689	0.307496	
0.835618	-0.665881	
0.620343	-0.157640	
0.851858	-0.773369	
0.409483	0.239895	
0.619237	-0.138790	
0.210166	0.475578	
0.209661	0.479454	
0.206416	0.504346	
0.251460	0.247346	
0.224955	0.366863	
0.211794	0.463099	
0.026398	0.818059	
0.828071	-0.549200	
0.182526	0.668009	
0.214217	0.444636	
0.047316	0.735328	
0.232263	0.320938	
0.647987	-0.451668	
0.028177	0.810329	
0.038643	0.767211	
0.218339	0.413783	
0.834503	-0.651053	
0.221386	0.391680	
0.433695	-0.036587	
0.244269	0.265444	
0.193721	0.597832	
0.415958	0.155142	
0.424540	0.052611	
0.048284	0.732051	
0.622715	-0.196730	
0.000208	0.985588	
0.055884	0.708669	
0.200457	0.549400	
0.438703	-0.073709	
0.247041	0.256992	
0.195459	0.585684	
0.835772	-0.667871	
0.624102	-0.218680	
0.645091	-0.440611	
0.189480	0.626197	
0.184551	0.656504	
0.650365	-0.456774	
0.218550	0.412232	
0.411104	0.218305	
0.637361	-0.386119	
0.449993	-0.120809	
0.832826	-0.627119	
0.238866	0.286861	
0.005746	0.923164	
0.027558	0.813006	
0.241047	0.277461	
0.420160	0.103131	
0.049930	0.726620	
0.418308	0.125681	
0.235610	0.302662	
0.637857	-0.390661	
0.620492	-0.160140	
0.419230	0.114383	
0.618501	-0.126038	
0.646157	-0.445291	
0.222382	0.384629	
0.435541	-0.051327	
0.627627	-0.271103	
0.409321	0.242062	
0.625236	-0.236100	
0.237838	0.291624	
0.051084	0.722927	
0.063191	0.690780	
0.000978	0.968704	
0.440314	-0.083646	
0.836897	-0.681809	
0.619539	-0.143971	
0.823657	-0.464887	
0.826263	-0.515955	
0.618831	-0.131769	
0.428007	0.015937	
0.216745	0.425611	
0.417414	0.136793	
0.840640	-0.721424	
0.430022	-0.003826	
0.242646	0.271208	
0.425997	0.036808	
0.420825	0.095191	
0.217771	0.417978	
0.039634	0.763365	
0.257807	0.242161	
0.430805	-0.011176	
0.448379	-0.117408	
0.000000	1.000000	
0.230427	0.331755	
0.036962	0.773839	
0.013101	0.880298	
0.646751	-0.447594	
0.004868	0.929484	
0.427290	0.023247	
0.832015	-0.614846	
0.635362	-0.366453	
0.844209	-0.749088	
0.627167	-0.264557	
0.028959	0.806966	
0.626284	-0.251725	
0.416405	0.149479	
0.210921	0.469782	
0.191532	0.612711	
0.447402	-0.114795	
0.231369	0.326134	
0.236800	0.296649	
0.836373	-0.675432	
0.022196	0.836762	
0.239183	0.285431	
0.632100	-0.329812	
0.640079	-0.409289	
0.058848	0.700824	
0.435028	-0.047352	
0.629159	-0.292246	
0.188793	0.630604	
0.000664	0.974226	
0.429444	0.001713	
0.626771	-0.258840	
0.836470	-0.676628	
0.417889	0.130868	
0.829513	-0.574328	
0.194482	0.592545	
0.422743	0.072821	
0.426907	0.027219	
0.426631	0.030099	
0.631628	-0.324057	
0.417009	0.141857	
0.412263	0.203002	
0.428260	0.013390	
0.428764	0.008362	
0.825822	-0.507575	
0.831890	-0.612929	
0.628653	-0.285375	
0.849225	-0.770508	
0.074898	0.673195	
0.638859	-0.399410	
0.624815	-0.229686	
0.214217	0.444636	
0.033106	0.789498	
0.000000	1.000000	
0.018385	0.854372	
0.825863	-0.508367	
0.033835	0.786494	
0.834503	-0.651053	
0.627800	-0.273543	
0.227548	0.349728	
0.414134	0.178565	
0.824770	-0.487138	
0.620797	-0.165260	
0.031089	0.797918	
0.245739	0.260738	
0.213389	0.450922	
0.825175	-0.495085	
0.437919	-0.068509	
0.642905	-0.428814	
0.452131	-0.123525	
0.442140	-0.093663	
0.436404	-0.057802	
0.652373	-0.458257	
0.624102	-0.218680	
0.431374	-0.016395	
0.637361	-0.386119	
0.021565	0.839633	
0.432251	-0.024236	
0.061207	0.695147	
0.052338	0.719029	
0.631240	-0.319258	
0.830770	-0.595187	
0.054517	0.712542	
0.410613	0.224827	
0.831523	-0.607202	
0.621169	-0.171467	
0.419230	0.114383	
0.634023	-0.352077	
0.628412	-0.282067	
0.641181	-0.417467	
0.826818	-0.526362	
0.842683	-0.738492	
0.847302	-0.764752	
0.255624	0.242763	
0.201288	0.543206	
0.009484	0.899831	
0.438719	-0.073814	
0.442851	-0.097201	
0.044067	0.746775	
0.844006	-0.747786	
0.419770	0.107824	
0.225776	0.361347	
0.841393	-0.728100	
0.621646	-0.179345	
0.639783	-0.406973	
0.248264	0.253844	
0.837361	-0.687287	
0.619237	-0.138790	
0.193042	0.602495	
0.838476	-0.699806	
0.229448	0.337733	
0.208641	0.487282	
0.202592	0.533418	
0.625791	-0.244423	
0.632231	-0.331388	
0.215234	0.436943	
0.253225	0.244859	
0.636242	-0.375380	
0.618401	-0.124296	
0.425438	0.042806	
0.829781	-0.578862	
0.226707	0.355195	
0.412640	0.198046	
0.000069	0.991720	
0.434456	-0.042810	
0.840103	-0.716388	
0.230304	0.332493	
0.638433	-0.395764	
0.827421	-0.537470	
0.250160	0.249684	
0.825432	-0.500059	
0.223335	0.377971	
0.845955	-0.758889	
0.205658	0.510139	
0.225616	0.362418	
0.415093	0.166191	
0.203584	0.525923	
0.198847	0.561282	
0.833943	-0.643279	
0.079508	0.670306	
0.830109	-0.584345	
0.642193	-0.424341	
0.841266	-0.727001	
0.837885	-0.693286	
0.621963	-0.184539	
0.414637	0.172056	
0.828440	-0.555747	
0.826543	-0.521229	
0.444426	-0.104284	
0.834926	-0.656778	
0.415737	0.157955	
0.835225	-0.660765	
0.827071	-0.531042	
0.410221	0.230046	
0.839589	-0.711376	
0.413692	0.184297	
0.832487	-0.622042	
0.412263	0.203002	
0.823359	-0.458823	
0.838973	-0.705087	
0.002117	0.953848	
