# Last generation population (Feasible and non-dominated)
# Fitness_vector (first 2)  Constraint_violation (next 1)  Overall_penalty
0.006662	0.916992	1.000000	0.000000	
0.000000	1.000000	1.000000	0.000000	
0.001101	0.966781	1.000000	0.000000	
0.851858	-0.773369	1.000000	0.000000	
0.198208	0.565948	1.000000	0.000000	
0.009022	0.902490	1.000000	0.000000	
0.019671	0.848350	1.000000	0.000000	
0.213039	0.453590	1.000000	0.000000	
0.417850	0.131355	1.000000	0.000000	
0.003470	0.940712	1.000000	0.000000	
0.003061	0.944382	1.000000	0.000000	
0.212345	0.458885	1.000000	0.000000	
0.004305	0.933808	1.000000	0.000000	
0.014675	0.872330	1.000000	0.000000	
0.439685	-0.079889	1.000000	0.000000	
0.007581	0.911143	1.000000	0.000000	
0.217122	0.422796	1.000000	0.000000	
0.045884	0.740294	1.000000	0.000000	
0.002190	0.953056	1.000000	0.000000	
0.025322	0.822787	1.000000	0.000000	
0.434976	-0.046943	1.000000	0.000000	
0.039762	0.762872	1.000000	0.000000	
0.192407	0.606822	1.000000	0.000000	
0.416618	0.146782	1.000000	0.000000	
0.833179	-0.632309	1.000000	0.000000	
0.635362	-0.366453	1.000000	0.000000	
0.623013	-0.201509	1.000000	0.000000	
0.837783	-0.692134	1.000000	0.000000	
0.008349	0.906462	1.000000	0.000000	
0.065426	0.686322	1.000000	0.000000	
0.000208	0.985588	1.000000	0.000000	
0.028959	0.806966	1.000000	0.000000	
0.215887	0.432030	1.000000	0.000000	
0.185660	0.649957	1.000000	0.000000	
0.016804	0.861906	1.000000	0.000000	
0.003973	0.936472	1.000000	0.000000	
0.197658	0.569943	1.000000	0.000000	
0.823408	-0.459820	1.000000	0.000000	
0.005713	0.923394	1.000000	0.000000	
0.422251	0.078487	1.000000	0.000000	
0.421398	0.088422	1.000000	0.000000	
0.645091	-0.440611	1.000000	0.000000	
0.430022	-0.003826	1.000000	0.000000	
0.207935	0.492698	1.000000	0.000000	
0.650365	-0.456774	1.000000	0.000000	
0.219393	0.406058	1.000000	0.000000	
0.633060	-0.341163	1.000000	0.000000	
0.432251	-0.024236	1.000000	0.000000	
