Genration no. = 1
   RANK     No Of Individuals
	1	2
	2	1
	3	1
	4	1
	5	1
	6	4
	7	1
	8	1
	9	1
	10	1
	11	1
	12	1
	13	1
	14	1
	15	1
	16	1
	17	1
	18	1
	19	4
	20	1
	21	1
	22	2
	23	3
	24	1
	25	1
	26	2
	27	1
	28	1
	29	1
	30	1
	31	1
	32	1
	33	1
	34	1
	35	1
	36	1
	37	1
	38	1
	39	1
	40	1
	41	1
	42	2
	43	3
	44	1
	45	1
	46	1
	47	1
	48	2
	49	1
	50	1
	51	1
	52	1
	53	2
	54	1
	55	2
	56	1
	57	1
	58	1
	59	1
	60	1
	61	1
	62	1
	63	2
	64	1
	65	1
	66	1
	67	2
	68	1
	69	1
	70	1
	71	2
	72	1
	73	1
	74	1
	75	3
	76	1
	77	2
	78	3
	79	2
	80	2
	81	3
	82	1
	83	1
	84	1
	85	1
	86	3
	87	1
	88	2
	89	3
	90	1
	91	3
	92	4
	93	1
	94	1
	95	1
	96	1
	97	2
	98	3
	99	1
	100	1
	101	2
	102	1
	103	1
	104	2
	105	1
	106	1
	107	3
	108	2
	109	1
	110	1
	111	1
	112	1
	113	1
	114	1
	115	3
	116	1
	117	1
	118	1
	119	1
	120	1
	121	1
	122	1
	123	1
	124	1
	125	1
	126	1
	127	1
	128	2
	129	1
	130	1
	131	1
	132	1
	133	1
	134	1
	135	1
	136	1
	137	1
	138	2
	139	2
	140	2
	141	1
	142	1
	143	1
	144	1
	145	1
	146	1
	147	1
	148	1
	149	1
	150	1
	151	2
	152	2
	153	1
	154	1
	155	1
	156	1
	157	1
	158	2
	159	2
	160	3
	161	1
	162	1
	163	1
	164	1
	165	3
	166	1
	167	2
	168	2
	169	1
	170	1
	171	1
	172	1
	173	1
	174	1
	175	1
	176	2
	177	1
	178	2
	179	1
	180	2
	181	2
	182	1
	183	1
	184	1
	185	1
	186	1
	187	1
	188	2
	189	1
	190	1
	191	2
	192	1
	193	1
	194	1
	195	1
	196	1
	197	2
	198	1
	199	1
	200	1
	201	1
	202	1
	203	1
	204	3
	205	1
	206	1
	207	3
	208	1
	209	1
	210	1
	211	1
	212	1
	213	1
	214	3
	215	1
	216	1
	217	1
	218	1
	219	1
	220	1
	221	1
	222	1
	223	1
	224	1
	225	1
	226	2
	227	1
	228	3
	229	1
	230	1
	231	2
	232	1
	233	2
	234	3
	235	1
	236	1
	237	1
	238	1
	239	2
	240	1
	241	1
	242	1
	243	1
	244	1
	245	1
	246	3
	247	2
	248	1
	249	1
	250	1
	251	2
	252	1
	253	1
	254	2
	255	1
	256	1
	257	1
	258	1
	259	1
	260	1
	261	1
	262	1
	263	1
	264	1
	265	1
	266	2
	267	1
	268	1
	269	1
	270	3
	271	2
	272	1
	273	1
	274	1
	275	1
	276	2
	277	1
	278	1
	279	3
	280	1
	281	1
	282	1
	283	3
	284	1
	285	1
	286	2
	287	1
	288	2
	289	1
	290	1
	291	1
	292	1
	293	1
	294	1
	295	1
	296	1
	297	1
	298	1
	299	1
	300	3
	301	2
	302	1
	303	1
	304	1
	305	1
	306	1
	307	1
	308	2
	309	1
	310	2
	311	3
	312	1
	313	1
	314	1
	315	1
	316	1
	317	3
	318	1
	319	2
	320	1
	321	4
	322	3
	323	1
	324	2
	325	1
	326	3
	327	1
	328	1
	329	7
	330	1
	331	1
	332	3
	333	2
	334	1
	335	2
	336	1
	337	1
	338	2
	339	1
	340	1
	341	1
	342	3
	343	1
	344	2
	345	1
	346	1
	347	1
	348	1
	349	1
	350	1
	351	2
	352	1
	353	2
	354	1
	355	1
	356	4
	357	1
	358	1
	359	1
	360	2
	361	1
	362	1
	363	3
	364	1
	365	1
	366	1
	367	1
	368	3
	369	1
	370	1
	371	1
	372	1
	373	1
	374	1
	375	1
	376	1
	377	1
	378	1
	379	1
	380	1
	381	1
	382	1
	383	2
	384	1
	385	1
	386	1
	387	1
	388	3
	389	1
	390	1
	391	2
	392	1
	393	1
	394	1
	395	1
	396	2
	397	1
	398	1
	399	1
	400	1
	401	1
	402	1
	403	1
	404	1
	405	1
	406	1
	407	2
	408	1
	409	1
	410	1
	411	1
	412	1
	413	1
	414	1
	415	1
	416	1
	417	1
	418	1
	419	1
	420	1
	421	1
	422	1
	423	1
	424	1
	425	1
	426	1
	427	1
	428	2
	429	1
	430	2
	431	1
	432	1
	433	1
	434	1
	435	1
	436	3
	437	1
	438	1
	439	1
	440	1
	441	2
	442	1
	443	1
	444	1
	445	1
	446	1
	447	2
	448	1
	449	1
	450	1
	451	2
	452	1
	453	2
	454	1
	455	1
	456	1
	457	1
	458	1
	459	1
	460	1
	461	3
	462	2
	463	1
	464	2
	465	1
	466	1
	467	1
	468	1
	469	1
	470	1
	471	1
	472	1
	473	1
	474	1
	475	1
	476	1
	477	1
	478	1
	479	1
	480	1
	481	2
	482	1
	483	2
	484	1
	485	1
	486	1
	487	1
	488	1
	489	1
	490	1
	491	3
	492	1
	493	1
	494	1
	495	1
	496	1
	497	3
	498	1
	499	1
	500	1
	501	2
	502	1
	503	3
	504	1
	505	1
	506	1
	507	2
	508	1
	509	1
	510	1
	511	1
	512	1
	513	1
	514	2
	515	3
	516	1
	517	1
	518	1
	519	1
	520	1
	521	1
	522	1
	523	2
	524	1
	525	1
	526	1
	527	2
	528	1
	529	1
	530	2
	531	1
	532	1
	533	2
	534	2
	535	1
	536	1
	537	2
	538	1
	539	1
	540	1
	541	1
	542	3
	543	1
	544	1
	545	1
	546	1
	547	1
	548	1
	549	1
	550	1
	551	1
	552	1
	553	2
	554	1
	555	1
	556	1
	557	2
	558	2
	559	2
	560	1
	561	1
	562	1
	563	1
	564	1
	565	2
	566	1
	567	1
	568	2
	569	1
	570	1
	571	2
	572	1
	573	4
	574	1
	575	1
	576	2
	577	1
	578	1
	579	1
	580	2
	581	1
	582	1
	583	1
	584	1
	585	1
	586	2
	587	1
	588	1
	589	2
	590	1
	591	1
	592	1
	593	1
	594	2
	595	1
	596	1
	597	2
	598	1
	599	1
	600	1
	601	1
	602	2
	603	2
	604	2
	605	2
	606	1
	607	1
	608	2
	609	1
	610	1
	611	1
	612	1
	613	1
	614	3
	615	1
	616	3
	617	1
	618	1
	619	1
	620	1
	621	1
	622	2
	623	1
	624	1
	625	1
	626	1
	627	1
	628	1
	629	1
	630	2
	631	3
	632	1
	633	1
	634	1
	635	1
	636	2
	637	2
	638	1
	639	2
	640	1
	641	1
	642	1
	643	1
	644	1
	645	1
	646	1
	647	1
	648	1
	649	2
	650	1
	651	1
	652	1
	653	1
	654	1
	655	1
	656	1
	657	1
	658	1
	659	1
	660	1
	661	2
	662	1
	663	1
	664	1
	665	1
	666	1
	667	1
	668	1
	669	1
	670	1
	671	1
	672	1
	673	1
	674	1
	675	2
	676	1
	677	1
	678	1
	679	1
	680	1
	681	1
	682	1
	683	1
	684	1
	685	1
	686	1
	687	2
	688	1
	689	2
	690	1
	691	1
	692	1
	693	1
	694	1
	695	1
	696	1
	697	2
	698	1
	699	1
	700	2
	701	1
	702	1
	703	1
	704	1
	705	1
	706	1
	707	1
	708	1
	709	1
	710	1
	711	1
	712	1
	713	1
	714	1
	715	1
	716	1
	717	1
	718	1
	719	1
	720	1
	721	1
	722	1
	723	1
	724	1
	725	1
	726	1
	727	1
	728	2
	729	1
	730	2
	731	1
	732	1
	733	1
	734	1
	735	1
	736	1
	737	2
	738	1
	739	1
	740	1
	741	1
	742	1
	743	2
	744	1
	745	1
	746	1
	747	1
	748	1
	749	1
	750	1
	751	1
	752	1
	753	1
	754	1
	755	1
	756	1
	757	1
	758	1
	759	1
	760	1
	761	1
	762	1
	763	1
	764	1
	765	1
	766	1
	767	1
	768	1
	769	1
	770	1
	771	1
	772	1
	773	1
	774	1
	775	1
	776	1
Genration no. = 2
   RANK     No Of Individuals
	1	1
	2	6
	3	2
	4	2
	5	2
	6	1
	7	1
	8	1
	9	1
	10	1
	11	4
	12	1
	13	7
	14	1
	15	1
	16	3
	17	3
	18	1
	19	1
	20	1
	21	1
	22	1
	23	1
	24	1
	25	1
	26	1
	27	1
	28	1
	29	1
	30	4
	31	1
	32	4
	33	1
	34	4
	35	1
	36	2
	37	1
	38	3
	39	1
	40	1
	41	1
	42	1
	43	4
	44	1
	45	1
	46	1
	47	1
	48	1
	49	1
	50	1
	51	8
	52	1
	53	1
	54	1
	55	1
	56	2
	57	1
	58	1
	59	4
	60	1
	61	1
	62	6
	63	1
	64	1
	65	1
	66	1
	67	1
	68	2
	69	6
	70	1
	71	2
	72	1
	73	1
	74	1
	75	1
	76	1
	77	2
	78	1
	79	1
	80	1
	81	1
	82	1
	83	3
	84	1
	85	1
	86	1
	87	1
	88	1
	89	1
	90	1
	91	2
	92	1
	93	1
	94	1
	95	1
	96	2
	97	1
	98	1
